"","lhs","","rhs","support","confidence","lift"
"[10]161","{predator=FALSE,backbone=TRUE}","=>","{milk=TRUE}",0.188118811881188,0.527777777777778,1.30013550135501
"[11]145","{backbone=TRUE,venomous=FALSE}","=>","{milk=TRUE}",0.405940594059406,0.518987341772152,1.27848101265823
"[1]491","{aquatic=FALSE,toothed=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.921052631578947,2.26893453145058
"[2]460","{aquatic=FALSE,catsize=TRUE}","=>","{milk=TRUE}",0.257425742574257,0.838709677419355,2.066089693155
"[3]427","{airborne=FALSE,aquatic=FALSE}","=>","{milk=TRUE}",0.326732673267327,0.717391304347826,1.76723223753977
"[4]383","{feathers=FALSE,aquatic=FALSE}","=>","{milk=TRUE}",0.346534653465347,0.686274509803922,1.69057867049259
"[5]377","{aquatic=FALSE,backbone=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.660377358490566,1.62678324896457
"[6]346","{aquatic=FALSE,tail=TRUE}","=>","{milk=TRUE}",0.297029702970297,0.612244897959184,1.50821304131409
"[7]316","{aquatic=FALSE,predator=TRUE}","=>","{milk=TRUE}",0.158415841584158,0.592592592592593,1.45980126467931
"[8]268","{aquatic=FALSE,legs=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.583333333333333,1.4369918699187
"[9]225","{aquatic=FALSE,venomous=FALSE}","=>","{milk=TRUE}",0.346534653465347,0.573770491803279,1.41343462614954
"[10]77","{aquatic=FALSE,breathes=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.546875,1.34717987804878
"[1]1390","{aquatic=FALSE,toothed=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.921052631578947,2.26893453145058
"[2]1361","{aquatic=FALSE,catsize=TRUE}","=>","{milk=TRUE}",0.257425742574257,0.838709677419355,2.066089693155
"[3]1324","{airborne=FALSE,aquatic=FALSE}","=>","{milk=TRUE}",0.326732673267327,0.717391304347826,1.76723223753977
"[4]1282","{feathers=FALSE,aquatic=FALSE}","=>","{milk=TRUE}",0.346534653465347,0.686274509803922,1.69057867049259
"[5]1272","{aquatic=FALSE,backbone=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.660377358490566,1.62678324896457
"[6]1245","{aquatic=FALSE,tail=TRUE}","=>","{milk=TRUE}",0.297029702970297,0.612244897959184,1.50821304131409
"[7]1213","{aquatic=FALSE,predator=TRUE}","=>","{milk=TRUE}",0.158415841584158,0.592592592592593,1.45980126467931
"[8]1165","{aquatic=FALSE,legs=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.583333333333333,1.4369918699187
"[9]1126","{aquatic=FALSE,venomous=FALSE}","=>","{milk=TRUE}",0.346534653465347,0.573770491803279,1.41343462614954
"[10]162","{aquatic=FALSE,breathes=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.546875,1.34717987804878
"[1]492","{hair=TRUE,toothed=TRUE}","=>","{milk=TRUE}",0.376237623762376,1,2.46341463414634
"[2]461","{aquatic=FALSE,toothed=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.921052631578947,2.26893453145058
"[3]428","{toothed=TRUE,catsize=TRUE}","=>","{milk=TRUE}",0.306930693069307,0.885714285714286,2.18188153310105
"[4]384","{toothed=TRUE,legs=TRUE}","=>","{milk=TRUE}",0.366336633663366,0.880952380952381,2.17015098722416
"[5]378","{toothed=TRUE,breathes=TRUE}","=>","{milk=TRUE}",0.396039603960396,0.851063829787234,2.0965230928905
"[6]347","{toothed=TRUE,fins=FALSE}","=>","{milk=TRUE}",0.356435643564356,0.818181818181818,2.01552106430155
"[7]317","{predator=FALSE,toothed=TRUE}","=>","{milk=TRUE}",0.188118811881188,0.791666666666667,1.95020325203252
"[8]269","{toothed=TRUE,venomous=FALSE}","=>","{milk=TRUE}",0.396039603960396,0.701754385964912,1.72871202396234
"[1]1391","{hair=TRUE,toothed=TRUE}","=>","{milk=TRUE}",0.376237623762376,1,2.46341463414634
"[2]1362","{aquatic=FALSE,toothed=TRUE}","=>","{milk=TRUE}",0.346534653465347,0.921052631578947,2.26893453145058
"[3]1325","{toothed=TRUE,catsize=TRUE}","=>","{milk=TRUE}",0.306930693069307,0.885714285714286,2.18188153310105
"[4]1283","{toothed=TRUE,legs=TRUE}","=>","{milk=TRUE}",0.366336633663366,0.880952380952381,2.17015098722416
"[5]1273","{toothed=TRUE,breathes=TRUE}","=>","{milk=TRUE}",0.396039603960396,0.851063829787234,2.0965230928905
"[6]1246","{toothed=TRUE,fins=FALSE}","=>","{milk=TRUE}",0.356435643564356,0.818181818181818,2.01552106430155
"[7]1214","{predator=FALSE,toothed=TRUE}","=>","{milk=TRUE}",0.188118811881188,0.791666666666667,1.95020325203252
"[8]1166","{toothed=TRUE,venomous=FALSE}","=>","{milk=TRUE}",0.396039603960396,0.701754385964912,1.72871202396234
"[1]493","{toothed=FALSE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.727272727272727,3.06060606060606
"[2]462","{eggs=TRUE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[3]429","{milk=FALSE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[4]385","{backbone=TRUE,catsize=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.375,1.578125
"[1]1392","{toothed=FALSE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.727272727272727,3.06060606060606
"[2]1363","{eggs=TRUE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[3]1326","{milk=FALSE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[4]1284","{backbone=TRUE,catsize=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.375,1.578125
"[1]494","{toothed=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.695652173913043,2.92753623188406
"[2]463","{eggs=TRUE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.41025641025641,1.72649572649573
"[3]430","{tail=TRUE,catsize=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.405405405405405,1.70608108108108
"[4]386","{milk=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.4,1.68333333333333
"[5]379","{hair=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[6]348","{legs=TRUE,tail=TRUE}","=>","{airborne=TRUE}",0.178217821782178,0.315789473684211,1.32894736842105
"[7]318","{fins=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.178217821782178,0.305084745762712,1.28389830508475
"[1]1393","{toothed=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.695652173913043,2.92753623188406
"[2]1364","{eggs=TRUE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.41025641025641,1.72649572649573
"[3]1327","{tail=TRUE,catsize=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.405405405405405,1.70608108108108
"[4]1285","{milk=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.4,1.68333333333333
"[5]1274","{hair=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[6]1247","{legs=TRUE,tail=TRUE}","=>","{airborne=TRUE}",0.178217821782178,0.315789473684211,1.32894736842105
"[7]1215","{fins=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.178217821782178,0.305084745762712,1.28389830508475
"[1]495","{aquatic=FALSE,toothed=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.62962962962963,2.64969135802469
"[2]464","{eggs=TRUE,aquatic=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.586206896551724,2.46695402298851
"[3]431","{milk=FALSE,aquatic=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.566666666666667,2.38472222222222
"[4]387","{aquatic=FALSE,catsize=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.5,2.10416666666667
"[5]380","{hair=FALSE,aquatic=FALSE}","=>","{airborne=TRUE}",0.128712871287129,0.5,2.10416666666667
"[6]349","{aquatic=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.188118811881188,0.316666666666667,1.33263888888889
"[1]1394","{aquatic=FALSE,toothed=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.62962962962963,2.64969135802469
"[2]1365","{eggs=TRUE,aquatic=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.586206896551724,2.46695402298851
"[3]1328","{milk=FALSE,aquatic=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.566666666666667,2.38472222222222
"[4]1286","{aquatic=FALSE,catsize=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.5,2.10416666666667
"[5]1275","{hair=FALSE,aquatic=FALSE}","=>","{airborne=TRUE}",0.128712871287129,0.5,2.10416666666667
"[6]1248","{aquatic=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.188118811881188,0.316666666666667,1.33263888888889
"[1]496","{hair=FALSE,predator=FALSE}","=>","{airborne=TRUE}",0.108910891089109,0.5,2.10416666666667
"[2]465","{hair=FALSE,aquatic=FALSE}","=>","{airborne=TRUE}",0.128712871287129,0.5,2.10416666666667
"[3]432","{hair=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.178217821782178,0.5,2.10416666666667
"[4]388","{hair=FALSE,breathes=TRUE}","=>","{airborne=TRUE}",0.178217821782178,0.486486486486487,2.0472972972973
"[5]381","{hair=FALSE,fins=FALSE}","=>","{airborne=TRUE}",0.178217821782178,0.418604651162791,1.76162790697674
"[6]350","{hair=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[7]319","{hair=FALSE,venomous=FALSE}","=>","{airborne=TRUE}",0.178217821782178,0.346153846153846,1.45673076923077
"[1]1395","{hair=FALSE,predator=FALSE}","=>","{airborne=TRUE}",0.108910891089109,0.5,2.10416666666667
"[2]1366","{hair=FALSE,aquatic=FALSE}","=>","{airborne=TRUE}",0.128712871287129,0.5,2.10416666666667
"[3]1329","{hair=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.178217821782178,0.5,2.10416666666667
"[4]1287","{hair=FALSE,breathes=TRUE}","=>","{airborne=TRUE}",0.178217821782178,0.486486486486487,2.0472972972973
"[5]1276","{hair=FALSE,fins=FALSE}","=>","{airborne=TRUE}",0.178217821782178,0.418604651162791,1.76162790697674
"[6]1249","{hair=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[7]1216","{hair=FALSE,venomous=FALSE}","=>","{airborne=TRUE}",0.178217821782178,0.346153846153846,1.45673076923077
"[1]497","{milk=FALSE,predator=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.576923076923077,2.42788461538462
"[2]466","{milk=FALSE,aquatic=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.566666666666667,2.38472222222222
"[3]433","{milk=FALSE,breathes=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.564102564102564,2.37393162393162
"[4]389","{milk=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.55,2.31458333333333
"[5]382","{milk=FALSE,fins=FALSE}","=>","{airborne=TRUE}",0.217821782178218,0.468085106382979,1.96985815602837
"[6]351","{milk=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.4,1.68333333333333
"[7]320","{milk=FALSE,catsize=FALSE}","=>","{airborne=TRUE}",0.188118811881188,0.395833333333333,1.66579861111111
"[8]270","{milk=FALSE,venomous=FALSE}","=>","{airborne=TRUE}",0.198019801980198,0.384615384615385,1.61858974358974
"[9]226","{milk=FALSE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[1]1396","{milk=FALSE,predator=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.576923076923077,2.42788461538462
"[2]1367","{milk=FALSE,aquatic=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.566666666666667,2.38472222222222
"[3]1330","{milk=FALSE,breathes=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.564102564102564,2.37393162393162
"[4]1288","{milk=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.55,2.31458333333333
"[5]1277","{milk=FALSE,fins=FALSE}","=>","{airborne=TRUE}",0.217821782178218,0.468085106382979,1.96985815602837
"[6]1250","{milk=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.4,1.68333333333333
"[7]1217","{milk=FALSE,catsize=FALSE}","=>","{airborne=TRUE}",0.188118811881188,0.395833333333333,1.66579861111111
"[8]1167","{milk=FALSE,venomous=FALSE}","=>","{airborne=TRUE}",0.198019801980198,0.384615384615385,1.61858974358974
"[9]1127","{milk=FALSE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[1]498","{eggs=TRUE,aquatic=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.586206896551724,2.46695402298851
"[2]467","{eggs=TRUE,predator=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.576923076923077,2.42788461538462
"[3]434","{eggs=TRUE,breathes=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.564102564102564,2.37393162393162
"[4]390","{eggs=TRUE,legs=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.55,2.31458333333333
"[5]383","{eggs=TRUE,fins=FALSE}","=>","{airborne=TRUE}",0.217821782178218,0.478260869565217,2.01268115942029
"[6]352","{eggs=TRUE,catsize=FALSE}","=>","{airborne=TRUE}",0.188118811881188,0.41304347826087,1.73822463768116
"[7]321","{eggs=TRUE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.41025641025641,1.72649572649573
"[8]271","{eggs=TRUE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[9]227","{eggs=TRUE,venomous=FALSE}","=>","{airborne=TRUE}",0.198019801980198,0.377358490566038,1.58805031446541
"[1]1397","{eggs=TRUE,aquatic=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.586206896551724,2.46695402298851
"[2]1368","{eggs=TRUE,predator=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.576923076923077,2.42788461538462
"[3]1331","{eggs=TRUE,breathes=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.564102564102564,2.37393162393162
"[4]1289","{eggs=TRUE,legs=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.55,2.31458333333333
"[5]1278","{eggs=TRUE,fins=FALSE}","=>","{airborne=TRUE}",0.217821782178218,0.478260869565217,2.01268115942029
"[6]1251","{eggs=TRUE,catsize=FALSE}","=>","{airborne=TRUE}",0.188118811881188,0.41304347826087,1.73822463768116
"[7]1218","{eggs=TRUE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.41025641025641,1.72649572649573
"[8]1168","{eggs=TRUE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.380952380952381,1.6031746031746
"[9]1128","{eggs=TRUE,venomous=FALSE}","=>","{airborne=TRUE}",0.198019801980198,0.377358490566038,1.58805031446541
"[1]499","{predator=FALSE,toothed=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.714285714285714,3.00595238095238
"[2]468","{eggs=TRUE,predator=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.576923076923077,2.42788461538462
"[3]435","{milk=FALSE,predator=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.576923076923077,2.42788461538462
"[4]391","{predator=FALSE,catsize=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.517241379310345,2.17672413793103
"[5]384","{hair=FALSE,predator=FALSE}","=>","{airborne=TRUE}",0.108910891089109,0.5,2.10416666666667
"[6]353","{predator=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.168316831683168,0.435897435897436,1.83440170940171
"[7]322","{predator=FALSE,breathes=TRUE}","=>","{airborne=TRUE}",0.168316831683168,0.414634146341463,1.74491869918699
"[8]272","{predator=FALSE,fins=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.414634146341463,1.74491869918699
"[9]228","{predator=FALSE,domestic=FALSE}","=>","{airborne=TRUE}",0.128712871287129,0.382352941176471,1.60906862745098
"[1]1398","{predator=FALSE,toothed=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.714285714285714,3.00595238095238
"[2]1369","{eggs=TRUE,predator=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.576923076923077,2.42788461538462
"[3]1332","{milk=FALSE,predator=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.576923076923077,2.42788461538462
"[4]1290","{predator=FALSE,catsize=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.517241379310345,2.17672413793103
"[5]1279","{hair=FALSE,predator=FALSE}","=>","{airborne=TRUE}",0.108910891089109,0.5,2.10416666666667
"[6]1252","{predator=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.168316831683168,0.435897435897436,1.83440170940171
"[7]1219","{predator=FALSE,breathes=TRUE}","=>","{airborne=TRUE}",0.168316831683168,0.414634146341463,1.74491869918699
"[8]1169","{predator=FALSE,fins=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.414634146341463,1.74491869918699
"[9]1129","{predator=FALSE,domestic=FALSE}","=>","{airborne=TRUE}",0.128712871287129,0.382352941176471,1.60906862745098
"[1]500","{toothed=FALSE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.727272727272727,3.06060606060606
"[2]469","{predator=FALSE,toothed=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.714285714285714,3.00595238095238
"[3]436","{toothed=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.695652173913043,2.92753623188406
"[4]392","{toothed=FALSE,breathes=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.666666666666667,2.80555555555556
"[5]385","{aquatic=FALSE,toothed=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.62962962962963,2.64969135802469
"[6]354","{toothed=FALSE,catsize=FALSE}","=>","{airborne=TRUE}",0.188118811881188,0.612903225806452,2.57930107526882
"[7]323","{toothed=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.611111111111111,2.57175925925926
"[8]273","{toothed=FALSE,venomous=FALSE}","=>","{airborne=TRUE}",0.198019801980198,0.555555555555556,2.33796296296296
"[1]1399","{toothed=FALSE,backbone=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.727272727272727,3.06060606060606
"[2]1370","{predator=FALSE,toothed=FALSE}","=>","{airborne=TRUE}",0.148514851485149,0.714285714285714,3.00595238095238
"[3]1333","{toothed=FALSE,tail=TRUE}","=>","{airborne=TRUE}",0.158415841584158,0.695652173913043,2.92753623188406
"[4]1291","{toothed=FALSE,breathes=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.666666666666667,2.80555555555556
"[5]1280","{aquatic=FALSE,toothed=FALSE}","=>","{airborne=TRUE}",0.168316831683168,0.62962962962963,2.64969135802469
"[6]1253","{toothed=FALSE,catsize=FALSE}","=>","{airborne=TRUE}",0.188118811881188,0.612903225806452,2.57930107526882
"[7]1220","{toothed=FALSE,legs=TRUE}","=>","{airborne=TRUE}",0.217821782178218,0.611111111111111,2.57175925925926
"[8]1170","{toothed=FALSE,venomous=FALSE}","=>","{airborne=TRUE}",0.198019801980198,0.555555555555556,2.33796296296296
"[1]501","{eggs=TRUE,aquatic=FALSE}","=>","{tail=FALSE}",0.108910891089109,0.379310344827586,1.47347480106101
"[2]470","{milk=FALSE,aquatic=FALSE}","=>","{tail=FALSE}",0.108910891089109,0.366666666666667,1.42435897435897
"[3]437","{aquatic=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.118811881188119,0.352941176470588,1.3710407239819
"[1]1400","{eggs=TRUE,aquatic=FALSE}","=>","{tail=FALSE}",0.108910891089109,0.379310344827586,1.47347480106101
"[2]1371","{milk=FALSE,aquatic=FALSE}","=>","{tail=FALSE}",0.108910891089109,0.366666666666667,1.42435897435897
"[3]1334","{aquatic=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.118811881188119,0.352941176470588,1.3710407239819
"[1]503","{domestic=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.178217821782178,0.36,1.39846153846154
"[2]472","{feathers=FALSE,domestic=FALSE}","=>","{tail=FALSE}",0.227722772277228,0.323943661971831,1.25839653304442
"[1]1402","{domestic=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.178217821782178,0.36,1.39846153846154
"[2]1373","{feathers=FALSE,domestic=FALSE}","=>","{tail=FALSE}",0.227722772277228,0.323943661971831,1.25839653304442
"[1]504","{feathers=FALSE,predator=FALSE}","=>","{tail=FALSE}",0.118811881188119,0.352941176470588,1.3710407239819
"[1]1403","{feathers=FALSE,predator=FALSE}","=>","{tail=FALSE}",0.118811881188119,0.352941176470588,1.3710407239819
"[1]505","{hair=FALSE,feathers=FALSE}","=>","{tail=FALSE}",0.158415841584158,0.421052631578947,1.63562753036437
"[2]473","{hair=FALSE,fins=FALSE}","=>","{tail=FALSE}",0.158415841584158,0.372093023255814,1.44543828264759
"[3]439","{hair=FALSE,airborne=FALSE}","=>","{tail=FALSE}",0.138613861386139,0.35,1.35961538461538
"[4]394","{hair=FALSE,legs=TRUE}","=>","{tail=FALSE}",0.118811881188119,0.333333333333333,1.29487179487179
"[1]1404","{hair=FALSE,feathers=FALSE}","=>","{tail=FALSE}",0.158415841584158,0.421052631578947,1.63562753036437
"[2]1374","{hair=FALSE,fins=FALSE}","=>","{tail=FALSE}",0.158415841584158,0.372093023255814,1.44543828264759
"[3]1336","{hair=FALSE,airborne=FALSE}","=>","{tail=FALSE}",0.138613861386139,0.35,1.35961538461538
"[4]1293","{hair=FALSE,legs=TRUE}","=>","{tail=FALSE}",0.118811881188119,0.333333333333333,1.29487179487179
"[1]506","{feathers=FALSE,toothed=FALSE}","=>","{tail=FALSE}",0.168316831683168,0.85,3.30192307692308
"[2]474","{feathers=FALSE,eggs=TRUE}","=>","{tail=FALSE}",0.198019801980198,0.512820512820513,1.99211045364891
"[3]440","{feathers=FALSE,milk=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.5,1.94230769230769
"[4]395","{feathers=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.465116279069767,1.80679785330948
"[5]386","{hair=FALSE,feathers=FALSE}","=>","{tail=FALSE}",0.158415841584158,0.421052631578947,1.63562753036437
"[6]355","{feathers=FALSE,fins=FALSE}","=>","{tail=FALSE}",0.247524752475248,0.390625,1.51742788461538
"[7]324","{feathers=FALSE,legs=TRUE}","=>","{tail=FALSE}",0.207920792079208,0.362068965517241,1.40649867374005
"[8]274","{feathers=FALSE,predator=FALSE}","=>","{tail=FALSE}",0.118811881188119,0.352941176470588,1.3710407239819
"[9]229","{feathers=FALSE,domestic=FALSE}","=>","{tail=FALSE}",0.227722772277228,0.323943661971831,1.25839653304442
"[1]1405","{feathers=FALSE,toothed=FALSE}","=>","{tail=FALSE}",0.168316831683168,0.85,3.30192307692308
"[2]1375","{feathers=FALSE,eggs=TRUE}","=>","{tail=FALSE}",0.198019801980198,0.512820512820513,1.99211045364891
"[3]1337","{feathers=FALSE,milk=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.5,1.94230769230769
"[4]1294","{feathers=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.465116279069767,1.80679785330948
"[5]1281","{hair=FALSE,feathers=FALSE}","=>","{tail=FALSE}",0.158415841584158,0.421052631578947,1.63562753036437
"[6]1254","{feathers=FALSE,fins=FALSE}","=>","{tail=FALSE}",0.247524752475248,0.390625,1.51742788461538
"[7]1221","{feathers=FALSE,legs=TRUE}","=>","{tail=FALSE}",0.207920792079208,0.362068965517241,1.40649867374005
"[8]1171","{feathers=FALSE,predator=FALSE}","=>","{tail=FALSE}",0.118811881188119,0.352941176470588,1.3710407239819
"[9]1130","{feathers=FALSE,domestic=FALSE}","=>","{tail=FALSE}",0.227722772277228,0.323943661971831,1.25839653304442
"[1]507","{feathers=FALSE,eggs=TRUE}","=>","{tail=FALSE}",0.198019801980198,0.512820512820513,1.99211045364891
"[2]475","{eggs=TRUE,fins=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.434782608695652,1.68896321070234
"[3]441","{eggs=TRUE,legs=TRUE}","=>","{tail=FALSE}",0.158415841584158,0.4,1.55384615384615
"[4]396","{eggs=TRUE,aquatic=FALSE}","=>","{tail=FALSE}",0.108910891089109,0.379310344827586,1.47347480106101
"[5]387","{eggs=TRUE,airborne=FALSE}","=>","{tail=FALSE}",0.138613861386139,0.378378378378378,1.46985446985447
"[1]1406","{feathers=FALSE,eggs=TRUE}","=>","{tail=FALSE}",0.198019801980198,0.512820512820513,1.99211045364891
"[2]1376","{eggs=TRUE,fins=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.434782608695652,1.68896321070234
"[3]1338","{eggs=TRUE,legs=TRUE}","=>","{tail=FALSE}",0.158415841584158,0.4,1.55384615384615
"[4]1295","{eggs=TRUE,aquatic=FALSE}","=>","{tail=FALSE}",0.108910891089109,0.379310344827586,1.47347480106101
"[5]1282","{eggs=TRUE,airborne=FALSE}","=>","{tail=FALSE}",0.138613861386139,0.378378378378378,1.46985446985447
"[1]508","{feathers=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.465116279069767,1.80679785330948
"[2]476","{fins=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.416666666666667,1.61858974358974
"[3]442","{legs=TRUE,catsize=FALSE}","=>","{tail=FALSE}",0.158415841584158,0.390243902439024,1.51594746716698
"[4]397","{airborne=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.138613861386139,0.388888888888889,1.51068376068376
"[5]388","{domestic=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.178217821782178,0.36,1.39846153846154
"[6]356","{aquatic=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.118811881188119,0.352941176470588,1.3710407239819
"[1]1407","{feathers=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.465116279069767,1.80679785330948
"[2]1377","{fins=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.198019801980198,0.416666666666667,1.61858974358974
"[3]1339","{legs=TRUE,catsize=FALSE}","=>","{tail=FALSE}",0.158415841584158,0.390243902439024,1.51594746716698
"[4]1296","{airborne=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.138613861386139,0.388888888888889,1.51068376068376
"[5]1283","{domestic=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.178217821782178,0.36,1.39846153846154
"[6]1255","{aquatic=FALSE,catsize=FALSE}","=>","{tail=FALSE}",0.118811881188119,0.352941176470588,1.3710407239819
"[1]509","{feathers=FALSE,toothed=FALSE}","=>","{tail=FALSE}",0.168316831683168,0.85,3.30192307692308
"[2]477","{airborne=FALSE,toothed=FALSE}","=>","{tail=FALSE}",0.108910891089109,0.611111111111111,2.37393162393162
"[1]1408","{feathers=FALSE,toothed=FALSE}","=>","{tail=FALSE}",0.168316831683168,0.85,3.30192307692308
"[2]1378","{airborne=FALSE,toothed=FALSE}","=>","{tail=FALSE}",0.108910891089109,0.611111111111111,2.37393162393162
"[1]510","{breathes=FALSE,tail=TRUE}","=>","{legs=FALSE}",0.138613861386139,1,4.39130434782609
"[2]478","{aquatic=TRUE,tail=TRUE}","=>","{legs=FALSE}",0.158415841584158,0.615384615384615,2.70234113712375
"[3]443","{hair=FALSE,tail=TRUE}","=>","{legs=FALSE}",0.178217821782178,0.428571428571429,1.88198757763975
